Sentence,UserID,Datetime,Train/Dev/Test,Score_1,Score_2,Score_3,Score_4,Score_5,Score_6,Score_7,Score_8,Score_9,Score_10,Score_11,Score_12,Score_13,Score_14,Score_15,Score_16,Score_17,Score_18,Score_19,Score_20,Score_21,Score_22,Score_23,Score_24,Score_25,Score_26,Score_27,Score_28,Score_29,Score_30,Score_31,Score_32,Score_33,Score_34,Score_35,Score_36,Score_37,Score_38,Score_39,Score_40
昨日は誰にも会うまいと思ってたのに、帰り道にうっかり馴染みの店に行ってしまった。顔見知りがそばで飲んでいたが、案の定私には気づいていなかった。気配を消すのが得意になったもんだ,1,2012/11/20 20:56,train,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ハモネプ好き。,1,2012/11/20 21:01,train,2,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
To be continuedの人、最近キモい人の役多いな…,1,2012/11/20 23:44,train,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
アットホームダッドやってる！めっちゃ見たいけど寝る。連休なんて…,1,2012/11/23 04:07,train,1,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
寒いってことに支配されて建設的な思考が奪われるから、冬は嫌い。,1,2012/11/27 00:37,train,0,2,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,1,2,0
100をゼロにするのは無理ですが、 20くらいにはできます。50くらいのものなら、もうそれはゼロと同じです。,1,2012/11/27 01:24,train,0,1,1,0,0,0,0,2,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1
なにいってんだか…,1,2012/11/27 01:24,train,0,0,0,0,0,1,1,1,0,1,0,0,0,0,3,0,0,1,0,0,1,0,2,0,0,1,0,1,2,0,2,0,0,1,0,0,1,0,2,0
まさかのアッコとコラボ!でもカッコいいぜアッコ!!,1,2012/12/06 00:02,train,3,0,2,3,0,0,0,3,2,0,3,1,0,0,0,2,3,0,1,3,0,0,0,3,2,0,2,3,0,0,0,0,2,0,2,2,0,0,0,2
ドラムのひとちゃんと正装してる！と思ったらやっぱり短パン!!笑,1,2012/12/06 00:03,train,3,0,3,3,0,0,0,3,1,0,0,3,0,0,0,0,2,0,1,2,0,0,0,2,2,0,1,1,0,0,0,0,2,0,1,2,0,0,0,1
水樹奈々っていくつなんやろ？AKBに混ざってもわからなそうな衣装にヘアメイク。,1,2012/12/06 00:09,train,1,0,2,3,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0
似すぎ…笑,1,2012/12/08 02:14,train,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,2,0,0,0,0,1,0,0,2,0,0,0,0
はたと気づけば、生まれてこのかた新幹線に乗ったのは多分一度だけ。新幹線の駅めずらしー！新大阪駅探検、なう。,1,2012/12/08 23:14,train,3,0,3,1,0,0,0,2,3,0,2,3,0,0,0,0,2,0,2,2,0,0,0,0,3,0,2,1,0,0,0,0,3,0,2,2,0,0,0,0
｢悪の教典｣観てきた。体温と心拍の異常いまだやまず…握りしめすぎて手がしびれてる。,1,2012/12/11 01:47,train,1,2,0,1,1,2,2,1,0,0,0,0,0,0,3,0,0,1,0,1,1,2,2,0,1,0,1,2,0,0,1,0,0,0,0,1,0,1,2,0
好きな少年漫画をきかれて、「定番ですけどONE PIECEですかねぇ」と無難に答えてしまう私は臆病者です。趣味が片寄りすぎて公言できないんだ！,1,2012/12/11 17:41,train,1,1,1,0,0,2,1,2,0,1,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,1,0,0,2,1,1,0,0,1,0,0,1,2,0,0
とにかく暖まらないと話にならないので、ご飯作ります！久しぶり！,1,2012/12/12 22:32,train,1,0,3,0,0,0,0,3,2,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0
の、前に、柿をガブガブ食べてやった！,1,2012/12/12 22:36,train,3,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
久しぶり酔っておっきい声出したので喉いたい!!のど飴を下さい！水割りをください！もう寝ます…オヤスミナサイ…,1,2012/12/14 05:00,train,1,0,1,1,0,1,1,1,2,0,0,1,0,0,0,0,0,1,0,1,2,2,2,1,2,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
あぁあ～小朝師匠！自慢の金髪が！金髪がぁ…！,1,2012/12/15 00:17,train,0,1,0,3,0,1,1,1,0,3,0,3,0,0,0,0,0,2,0,2,0,1,0,0,1,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0
ホットカーペットに寝っ転がってうとうとするのサイコー。,1,2012/12/15 01:41,train,3,0,2,0,0,0,0,3,3,0,1,0,0,0,0,0,3,0,1,0,0,0,0,1,3,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0
ん？ONE PIECEの歌がなんかヘン。,1,2012/12/16 01:04,train,0,0,0,2,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0
久しぶりにヤツが来た。ちきしょう、油断してた…コルセット生活、再開!!(T_T),1,2012/12/16 01:47,train,0,2,0,1,1,2,2,3,0,3,0,2,1,1,2,0,0,3,0,0,2,3,2,0,0,3,0,2,1,0,1,0,0,3,0,1,1,1,2,0
ぼくらの思春期を支えたHEY!HEY!HEY!が最終回だよ！懐かしいな～,1,2012/12/17 22:43,train,2,3,3,3,1,0,1,3,3,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,1,1,0,0,0,0,2,0,0,1,0,0,0,1
あと30秒で、HEY!HEY!HEY!が、終わる！,1,2012/12/17 22:51,train,0,3,2,2,1,0,1,2,0,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0
終わった…音楽は終わらない、その通りだ！君がッ！泣くまで！音楽を愛すのを、辞めない…！,1,2012/12/17 23:02,train,2,2,3,0,0,0,0,3,0,0,3,0,0,0,0,1,1,3,2,0,0,0,0,3,0,3,1,0,0,0,0,0,0,2,2,0,0,0,0,1
はんばーぐたべたい。,1,2012/12/17 23:38,train,0,0,2,0,0,0,1,3,0,0,3,0,0,0,0,2,0,0,3,0,0,0,0,1,2,0,3,0,0,0,0,0,1,0,3,0,0,0,0,1
今日初めてアスリートみたいに腰に注射したんだけど、なかなか痛くて打つまえより痛くなったんだけど大丈夫なんだろーか,1,2012/12/18 02:59,train,0,1,1,1,1,3,0,1,0,3,0,3,0,3,1,0,0,2,0,1,0,3,2,0,0,1,1,1,0,3,1,0,0,2,0,2,0,3,1,0
28歳にして初めて、ガードルなるものを穿きました。すごいなこれ！なんで今まで穿かなかったんだろ。もう、毎日穿きたい。,1,2012/12/19 03:46,train,3,0,3,3,0,0,0,3,3,0,3,3,0,0,0,3,3,0,3,3,0,0,0,3,3,0,2,0,0,0,0,0,3,0,3,2,0,0,0,2
すき焼き食べたい。祝日やし、どこも混んでるんだろうか…,1,2012/12/24 16:18,train,1,1,2,0,0,1,0,2,0,0,0,0,1,0,3,0,0,0,3,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,1,0
焼き肉いきたい。,1,2012/12/24 16:21,train,1,0,3,0,0,0,0,3,0,0,3,0,0,0,0,2,0,0,3,0,0,0,0,1,2,0,3,0,0,0,0,0,1,0,3,0,0,0,0,1
オムライスでもいいなぁ～♪,1,2012/12/24 17:13,train,3,0,3,0,0,0,0,3,0,0,3,0,0,0,0,2,2,0,3,0,0,0,0,1,2,0,3,0,0,0,0,1,1,0,3,0,0,0,0,1
美容室でも行くかな。,1,2012/12/24 18:13,train,2,0,3,0,0,0,0,3,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
後藤の泳げたい焼きくん…ジャズってかブルースぽいような…,1,2012/12/25 22:18,train,1,1,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0
忙しくて体痛いし眠いしゲームする余裕がない,1,2012/12/28 01:52,train,0,2,1,0,0,1,1,1,0,2,0,0,1,0,0,0,0,3,0,0,1,1,2,0,0,3,0,1,1,0,1,0,0,3,0,0,1,0,1,0
カレーパン食べてりんごガブガブかじる午前二時。あと二日頑張る。オヤスミナサイ…,1,2012/12/30 04:46,train,2,0,2,0,0,0,1,1,0,1,2,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,2,1,0,1,0,0,0,1,2,0,1,0,1,0
仕事納め!がんばろ！,1,2012/12/31 10:17,train,2,0,3,0,0,0,0,3,2,0,3,0,0,0,0,0,2,0,3,0,0,0,0,0,3,0,2,0,0,0,0,0,2,0,3,0,0,0,0,0
よっしゃ～終わった！お腹すいた～！,1,2012/12/31 16:05,train,3,0,3,0,0,0,0,3,3,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,2,0,0,0,0,0
帰省の車内で可愛コちゃんに声をかけられた。｢お隣いいですかぁ(^▽^)？｣かっ可愛い！是非座ってほしかったけれど、先客がいたので断念。うぅ、無念…。 あ、明けましておめでとうございます☆こんな感じで本年もぬるっと行きますのでよろしくお願い致します。,1,2013/01/02 16:08,train,2,2,2,1,1,0,0,2,3,3,0,3,0,0,0,0,2,3,2,0,0,0,0,1,2,1,1,0,0,0,0,0,2,2,1,1,0,0,0,0
りあるキッズのメガネ久々に見た！前々からきづいてはいたけど、ますますあかん感じに…,1,2013/01/03 22:01,train,1,1,1,2,0,0,1,2,0,0,0,3,0,0,3,0,0,3,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,2,0,0,2,0
実家の母は、普段話し相手がいないのか、たまに帰るとむちゃくちゃ喋ってくる。今回、風邪気味で無口だったので、静かな正月となった。二泊三日の最終日、私を送り出す駅のホームで急に喋りだした。え、今？ どうやら風邪は治ったようです。,1,2013/01/04 12:09,train,2,1,1,2,0,0,0,2,0,0,0,3,0,0,0,0,2,0,0,2,0,0,0,1,2,0,1,2,0,0,0,1,1,0,0,2,0,0,0,1
凧上げのたこが電線に巻き付いて電車とまる。正月っぽいね～,1,2013/01/04 13:43,train,2,0,2,1,0,0,0,3,0,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,1,2,0,0,0,0
何かもうキャラが迷走しすぎてきたので、まずはめちゃくちゃ普通の人、やります。頑張って美容師ぶるの、休憩。まぁ元々ぽくないけど…,1,2013/01/05 04:15,train,0,1,2,0,0,0,2,2,0,2,2,0,0,0,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,1,0,0,0,1,0
ぐさりと刺さっても、笑ってスルーするー。でもやっぱり気にして髪形変えたりする。,1,2013/01/05 04:17,train,0,1,2,1,1,1,1,1,0,3,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,1,0
休み明けに「雰囲気変わったな!」てなるの好き。明日からまた頑張ります!!オヤスミナサイ,1,2013/01/05 04:20,train,2,0,3,0,0,0,0,3,2,0,3,0,0,0,0,2,3,0,3,0,0,0,0,1,1,0,2,0,0,0,0,0,2,0,3,0,0,0,0,1
知り合い見つけて道の反対側から 叫んだら思いの外響いた。私もこんなデカイ声が出るのか… てか、は、はずい。,1,2013/01/07 20:20,train,1,1,0,3,0,1,1,2,2,0,0,3,0,0,0,0,0,1,0,3,0,1,0,0,2,0,0,3,0,0,1,0,1,0,0,3,0,0,0,0
今年初稽古。一時間前からいく気満々だったのに、五分前からめっちゃめんどくなってきた。,1,2013/01/07 20:22,train,0,1,0,1,0,0,2,1,0,2,2,3,0,0,0,0,0,2,0,0,0,1,3,0,0,1,0,2,0,0,1,0,0,2,1,2,0,0,1,0
動物も子供も普通に好きですが、わぁー！って寄っていくのには抵抗があるのです。外から見ててうらやましくて一人でドッグカフェ入ったことあるけど、まっったく盛り上がらんかった。当たり前か…,1,2013/01/10 03:47,train,1,1,2,0,0,1,1,2,0,3,2,2,0,0,0,0,0,3,1,0,0,0,1,0,0,3,0,0,0,0,1,0,0,3,1,1,0,0,1,0
20代まで平均睡眠時間が四時間以下で過ごすと早死にするらしいので、もう寝ます。オヤスミナサイ,1,2013/01/10 04:26,train,0,1,2,0,0,1,1,2,0,2,0,3,0,0,0,0,0,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
今日か明日、えべっさん行きたいな～,1,2013/01/10 19:38,train,1,0,3,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0
無印の焦がしキャラメルってお菓子がおいしすぎる。,1,2013/01/11 19:17,train,3,0,2,2,0,0,0,3,3,0,3,3,0,0,0,1,2,0,2,0,0,0,0,2,3,0,3,2,0,0,0,1,3,0,3,2,0,0,0,1
えべっさん行きたい行きたい！いやほんまはそうでもないんやけど、せっかくやし…,1,2013/01/11 19:56,train,2,0,2,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,2,0,0,0,0,0
コクリコ坂みて、失ったものが多いことに気づくわんわんの日。てか、金田一始まるんや！つよし君ver.見返したくなってきた！,1,2013/01/12 00:54,train,1,1,2,2,0,0,1,1,3,0,3,3,0,0,0,1,2,0,3,0,0,2,0,0,2,1,1,1,0,0,1,0,2,0,2,1,0,1,0,0
うまいやん！spa王のフェットチーネうまいやん！泣けるやん！,1,2013/01/12 18:33,train,3,0,2,3,0,0,0,3,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0,1,2,0,0,0,0,3,0,0,3,0,0,0,0
いやはや恥かいた～。桃鉄も、スパ王も、なんにも知らんな私は。今日わかったことは、腰がいたくないと楽しいってことかな！オヤスミナサイ…,1,2013/01/13 03:41,train,2,1,2,2,0,1,1,2,3,0,0,3,0,0,0,0,0,2,1,2,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,2,0,0,1,0
へー中山功太改名したんやぁ～ ってうわ！うわうわ！人相変わりすぎやろ！髪形…と、顔…,1,2013/01/13 04:04,train,1,1,0,3,0,1,1,2,0,0,0,3,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,3,0,0,1,0,0,0,0,3,0,0,1,0
すんごい雨…新成人の皆さんおめでとうございます。そして御苦労様…てか福くん可愛いな～@いいとも,1,2013/01/14 14:04,train,2,0,3,0,0,0,0,3,2,0,2,3,0,0,0,0,1,0,0,2,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,2,0,0,0,0
掃除してやるぜ！,1,2013/01/14 16:25,train,2,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,3,0,0,0,0,0
うし！でかける！その勢いでご飯食べる！夜ごはん仲間募集～！,1,2013/01/14 18:41,train,3,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,2,0,3,0,0,0,0,2,1,0,2,0,0,0,0,0,1,0,3,0,0,0,0,1
ミナミで焼き肉か…帰ってから考えるか…,1,2013/01/14 23:08,train,2,0,2,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0
ひょう！激しいひょう！,1,2013/01/15 00:54,train,2,0,2,3,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0
不本意なことってほんまにあるなぁ。原因は自分にあるんだから日々まっとうに生きるしかないね。頑張ります。,1,2013/01/16 14:14,train,0,2,2,1,1,0,1,2,0,3,0,3,0,0,2,0,0,3,0,1,0,2,2,0,0,2,1,1,1,0,1,0,0,3,0,2,0,1,2,0
誰かからの言葉をまっすぐ聞ける素直さと謙虚さ。あとは、それでも自分はこうなんだと言える強さが必要。,1,2013/01/17 01:55,train,1,1,2,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
マッサージいけばよかった…orz,1,2013/01/18 01:40,train,0,3,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,3,0,0,0,0,0,0
眠くて死にそう。でも今日は長居にいくんだ！牡蠣をたべるんだ！そして歌うんだ！皆様のご参加を、一時間後、お待ちしております。,1,2013/01/18 21:25,train,2,2,3,0,0,2,0,2,3,0,3,0,0,0,0,0,0,2,3,0,0,0,0,3,1,0,2,0,0,0,0,1,1,1,3,0,0,0,0,1
んっ！？何かおもろそうなテレビ始まった！ドラマ？,1,2013/01/19 23:09,train,2,0,3,1,0,0,0,2,2,0,3,2,0,0,0,0,1,0,3,2,0,0,0,0,2,0,3,1,0,0,0,0,2,0,3,2,0,0,0,0
はっ！こんな時間。でも慌てて眠らなくていいんだ！コロッケ食べてやる！,1,2013/01/21 05:03,train,3,0,2,2,0,0,0,2,1,0,2,2,0,0,0,0,1,0,2,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0
"""友達がいないと思われたくないからトイレでご飯を食べ、人を雇ってクラブに行く。そうやって""""一般的な人""""を装うことで、誰かに声をかけてもらえるチャンスを潰さないようにしてるのかな…と、思い直した。""",1,2013/01/22 14:52,train,0,2,0,1,0,1,0,2,0,1,1,1,0,0,0,0,0,2,2,1,0,3,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0
やばい、また自堕落な休みを満喫してしまいそうだ。今日は役所にいくんだ！がんばれ！大人への新しい一歩だ！,1,2013/01/22 16:45,train,0,1,3,1,0,1,1,2,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,2,0,0,1,0,0,0,1,2,0,0,1,0,0
結構ギリギリで役所につき、急いでね～、とフロアを右往左往させられ、5分前に終業のチャイムが鳴った。物凄い勢いで人の波が通りすぎていく。すげぇ,1,2013/01/22 19:40,train,0,1,2,3,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0
西島秀俊、未婚やった。どうしよう、一刻も早くエステにいかねば！！,1,2013/01/24 01:25,train,3,0,3,3,0,0,0,3,2,0,3,3,0,0,0,0,1,0,2,0,0,0,0,1,2,0,2,1,0,0,0,0,2,0,2,1,0,0,0,0
【お詫び】お聞き苦しい発言があったことを、お詫びいたします。,1,2013/01/24 01:28,train,1,1,2,0,0,1,0,3,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0
今週から観たい映画がめじろ押し。ted、ライフオブパイ、つやのよる、ストロベリーナイト… 話題のレ・ミゼラブルも観たいし、２月公開のもいくつか気になるし…休みが足りないな。,1,2013/01/24 01:32,train,3,1,3,0,0,0,0,3,3,0,3,0,0,0,0,0,2,1,3,0,0,0,0,0,1,0,3,0,0,0,0,1,2,0,3,0,0,0,0,0
西島秀俊、でググったら出てくるタレント名鑑の写真が素敵すぎて、Majiで奇行に走る5秒前。,1,2013/01/24 01:41,train,3,1,3,3,0,2,1,2,3,0,0,3,0,0,0,0,3,0,1,3,0,0,0,0,2,0,2,1,0,0,0,0,3,0,1,2,0,0,0,0
みんな！最高の離婚が始まったぞ！,1,2013/01/25 00:00,train,3,0,3,0,0,0,0,3,3,0,3,0,0,0,0,1,3,0,2,0,0,0,0,0,3,0,3,1,0,0,0,3,3,0,3,0,0,0,0,1
久々に自炊した。以前はワンプレートで済ませていたけど、品数を多く食べたいので明日も3食賄えるくらい色々作った。が、ほとんど平らげてしまった… あったらあるだけ食べちゃうんだよね…,1,2013/01/25 01:26,train,3,1,2,1,0,1,0,2,2,1,0,2,0,0,0,0,0,2,0,0,0,0,2,0,1,2,0,0,0,0,1,0,1,2,0,1,0,0,1,0
ほんとにお腹パンパン…,1,2013/01/25 01:28,train,2,0,0,0,0,1,0,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
でもおしるこ食べる…,1,2013/01/25 01:33,train,2,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0
毎日毎日飽きもせず、己の未熟さにへこむ。でも当たり前じゃないか！人生まだ半分も来てないんだから！ そう思ってがんばります。100まで生きてやる!!,1,2013/01/25 02:27,train,0,3,2,0,1,0,2,2,0,3,3,0,0,0,0,0,0,3,1,0,0,2,1,2,0,1,3,0,0,0,0,1,0,2,2,0,0,1,0,1
みんな！目覚ましテレビを見るんだ！朝からいいものみた?,1,2013/01/25 09:52,train,3,0,3,3,0,0,0,3,3,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
朝からかっこいー！いや、可愛いぜ菊田～！,1,2013/01/25 10:00,train,3,0,3,2,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0
胃腸かぜって、辛いですよ。ぜひともお気をつけください。,1,2013/01/25 22:14,train,0,1,0,0,0,1,2,0,0,3,0,1,0,3,3,0,0,2,0,0,0,2,2,0,0,2,0,1,0,0,1,0,0,2,0,1,0,2,2,0
薬のんで暫くしてから戻した場合、もう一度飲んだ方がいいのかなぁ…,1,2013/01/26 00:22,train,0,0,1,1,0,1,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,3,1,0,0,2,0,0,0,1,0,0,0,2,0,0,0,2,0,0
お薬の情報をくださった皆さん ありがとうございました。モーローとしていたので、結局飲んだのか飲んでないのか分かりませんが…,1,2013/01/26 16:24,train,2,1,2,0,0,1,1,2,3,0,0,0,0,3,0,0,1,0,0,0,0,2,2,2,0,1,0,0,0,0,0,2,1,0,0,0,0,2,1,1
お腹いたい…,1,2013/01/26 21:16,train,0,1,0,0,1,2,2,0,0,3,0,0,0,3,3,0,0,3,0,0,0,2,3,0,0,2,0,0,0,2,1,0,0,3,0,0,0,2,2,0
寝込むたび、死について考える私は大袈裟でしょうか,1,2013/01/26 21:28,train,0,0,1,0,0,3,0,1,0,3,0,0,0,3,0,0,0,2,0,0,0,3,1,0,0,2,0,0,0,1,0,0,0,2,0,0,0,2,0,0
【速報】飲むものがなくなったので、りんご酢を飲んでいます。健康的だね！,1,2013/01/26 23:25,train,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,2,0,2,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
速報】飲み物が5.5L届きました。明後日くらいまで飲むものには困らなそうです笑 ありがとう。,1,2013/01/26 23:55,train,3,0,2,3,0,0,0,3,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,3,0,1,1,0,0,0,2,3,0,0,1,0,0,0,1
ネットとられたら多分発狂する。そうでなくなりたいものです。,1,2013/01/27 01:27,train,0,1,1,0,0,1,1,1,0,3,0,0,0,3,3,0,0,2,0,0,1,2,2,0,0,1,1,0,0,1,2,0,0,2,0,0,0,2,2,0
仕事をあまり休んだことがないので、すんなり休めるともう明日も明後日もいかなくて大丈夫なんじゃないかと思えてくる。まぁ実際、そーなんだろうけど。,1,2013/01/27 01:59,train,1,1,2,1,0,0,0,1,0,0,0,3,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
ここ数日、精進料理みたいなものしか食べてないので、串カツとか、ラザニアとか、ハンバーグとか食べたい。でも多分、カフェラテを飲んだだけでごろごろしてしまう今の私のおなかさんは彼らを拒否するだろう…,1,2013/01/27 21:18,train,0,2,1,0,0,1,0,1,0,3,0,0,0,3,3,0,0,3,0,0,0,2,2,0,0,2,1,0,0,1,0,0,0,3,0,0,0,2,2,0
あ、お寿司もいいなぁ。(生ものか…),1,2013/01/27 23:20,train,2,1,2,0,0,1,0,1,0,0,3,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0
部屋の暖房が全然効かなくて寒い。28℃に設定してるのに…省エネの夏か。,1,2013/01/28 00:24,train,0,1,1,1,1,1,2,1,0,3,0,3,0,0,3,0,0,3,0,2,0,0,2,0,0,2,0,0,1,0,0,0,0,3,0,2,0,0,2,0
"""OGG,KBB おなかゴロゴロ、顔ぶっつぶつ。""",1,2013/01/28 01:06,train,0,2,1,0,0,0,1,1,0,3,0,0,0,3,3,0,0,3,0,1,0,2,2,0,0,3,0,0,0,0,2,0,0,3,0,0,0,2,2,0
「ツレがうつになりまして」終わった。目がいたい。,1,2013/01/28 04:33,train,1,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
誰か、明日の夜、焼き肉いこう。おなか治ってたら…,1,2013/01/28 05:52,train,1,1,3,0,0,1,0,3,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,1
人にご馳走するのが苦手です。コーヒーもスマートにおごれない29歳…,1,2013/01/28 14:28,train,0,2,0,0,0,0,1,2,0,3,0,0,0,1,0,0,0,2,0,0,0,2,2,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,1,0
友達とランチもいいけど、近かったらモーニングもいいなぁ。まったり過ごしてもまだ日が高いし色々できる。,1,2013/01/28 14:35,train,2,0,3,0,0,0,0,3,3,0,3,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0
決めました。今年は、車の免許とります。あと、台湾行きます。,1,2013/01/31 02:18,train,1,0,3,0,0,1,0,3,3,0,3,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,3,0,0,0,0,1,2,0,3,0,0,0,0,1
そういや昨日の夢にマキダイ出てきた。途中で起きたから続き見たかったけど見れんかった…でも練習したらいけそうな気がする。,1,2013/01/31 02:40,train,2,1,3,0,0,0,0,2,2,0,0,2,0,0,0,0,1,2,2,0,0,0,0,2,1,0,2,1,0,0,0,0,1,1,1,1,0,0,0,1
がんばれ！,1,2013/02/01 04:14,train,1,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,2
もう二度と戻れはしないとわかってても、昔叶わなかった恋の面影はいつまでも追ってしまう。そんな自分にとても人間味を感じる。寝よ。,1,2013/02/01 04:23,train,1,1,1,1,0,0,0,3,0,1,2,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,1,0,0,1,2,0,1,1,1,0,0,0,1
おなかぱんぱん病,1,2013/02/02 02:00,train,3,0,2,1,0,1,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,3,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
